,location,total_sqft,bath,price,bhk
528,BTM Layout,1600.0,3.0,112.0,3
529,BTM Layout,1300.0,2.0,75.0,3
530,BTM Layout,1540.0,2.0,78.0,3
531,BTM Layout,450.0,1.0,20.0,1
532,BTM Layout,1196.0,2.0,56.81,2
533,BTM Layout,1470.0,2.0,99.0,3
534,Babusapalaya,1611.0,2.0,66.0,3
535,Babusapalaya,1675.0,3.0,75.0,3
536,Babusapalaya,1141.0,2.0,46.0,2
537,Babusapalaya,1500.0,2.0,57.0,2
538,Babusapalaya,1050.0,2.0,45.0,2
539,Babusapalaya,1141.0,2.0,45.9,2
540,Babusapalaya,1230.0,3.0,53.0,3
541,Babusapalaya,1105.0,2.0,40.0,2
542,Babusapalaya,1410.0,2.0,65.0,3
543,Babusapalaya,1450.0,2.0,55.99,2
544,Babusapalaya,1100.0,2.0,38.0,2
545,Babusapalaya,1061.0,2.0,33.84,2
546,Babusapalaya,1061.0,2.0,38.95,2
547,Babusapalaya,1061.0,2.0,34.0,2
548,Babusapalaya,1245.0,2.0,58.0,2
549,Badavala Nagar,1494.0,2.0,94.55,3
550,Badavala Nagar,1274.0,2.0,81.0,2
551,Badavala Nagar,1842.0,3.0,115.0,3
552,Badavala Nagar,1494.0,2.0,94.55,3
553,Badavala Nagar,1274.0,2.0,81.0,2
554,Badavala Nagar,1494.0,2.0,94.55,3
555,Badavala Nagar,1842.0,3.0,115.0,3
556,Badavala Nagar,1842.0,3.0,115.0,3
557,Badavala Nagar,1842.0,3.0,115.0,3
558,Balagere,1210.0,2.0,80.9,2
559,Balagere,1210.0,2.0,72.0,2
560,Balagere,1205.0,2.0,78.5,2
561,Balagere,790.5,1.0,41.9,1
562,Balagere,1020.07,2.0,68.38,2
563,Balagere,1205.47,2.0,81.0,2
564,Balagere,1007.0,2.0,65.0,2
565,Balagere,1210.0,2.0,74.0,2
566,Balagere,1210.0,2.0,83.0,2
567,Balagere,675.0,1.0,45.0,1
568,Balagere,656.0,1.0,43.0,1
569,Balagere,1012.0,2.0,64.0,2
570,Balagere,1007.0,2.0,62.0,2
571,Balagere,1007.0,2.0,67.0,2
572,Balagere,1007.0,2.0,66.0,2
573,Balagere,645.0,1.0,34.18,1
574,Balagere,790.5,1.0,42.295,1
575,Balagere,1012.0,2.0,65.0,2
576,Balagere,656.0,1.0,38.77,1
577,Balagere,645.0,1.0,39.0,1
578,Balagere,645.0,1.0,41.0,1
579,Balagere,1210.0,2.0,82.0,2
580,Balagere,656.0,1.0,34.77,1
581,Balagere,1205.0,2.0,73.87,2
582,Balagere,1012.0,2.0,70.0,2
583,Balagere,1007.0,2.0,68.0,2
584,Balagere,1205.0,2.0,79.0,2
585,Balagere,1012.0,2.0,68.0,2
586,Banashankari,1077.0,2.0,37.64,2
587,Banashankari,1470.0,2.0,88.64,3
588,Banashankari,1300.0,2.0,75.0,3
589,Banashankari,1800.0,3.0,115.0,3
590,Banashankari,1125.0,2.0,63.0,2
591,Banashankari,1310.0,2.0,80.0,2
592,Banashankari,2600.0,4.0,135.0,3
593,Banashankari,1900.0,2.0,170.0,3
594,Banashankari,1260.0,2.0,75.0,2
595,Banashankari,1170.0,2.0,46.79,2
596,Banashankari,1350.0,2.0,83.0,3
597,Banashankari,1330.0,2.0,78.0,2
598,Banashankari,1400.0,2.0,78.0,3
599,Banashankari,1700.0,3.0,125.0,3
600,Banashankari,1020.0,2.0,40.79,2
601,Banashankari,1600.0,2.0,63.98,2
602,Banashankari,1041.0,2.0,36.44,2
603,Banashankari,2400.0,1.0,200.0,1
604,Banashankari,1390.0,2.0,86.0,2
605,Banashankari,1460.0,2.0,70.0,2
606,Banashankari,1200.0,2.0,60.0,2
607,Banashankari,1290.0,2.0,80.0,2
608,Banashankari,2582.0,5.0,250.0,3
609,Banashankari,1186.0,2.0,65.0,2
610,Banashankari,1650.0,3.0,101.0,3
611,Banashankari,1181.0,2.0,75.0,2
612,Banashankari,1105.0,2.0,90.0,2
613,Banashankari,720.0,1.0,60.0,1
614,Banashankari,1040.0,2.0,45.0,2
615,Banashankari,1330.0,2.0,77.0,2
616,Banashankari,1200.0,2.0,49.0,2
617,Banashankari,1185.0,2.0,67.0,2
618,Banashankari,1000.0,2.0,50.0,2
619,Banashankari,1650.0,3.0,90.75,3
620,Banashankari,1650.0,3.0,101.0,3
621,Banashankari,1310.0,2.0,80.43,2
622,Banashankari,600.0,1.0,27.0,2
623,Banashankari,1430.0,2.0,87.8,2
624,Banashankari,1020.0,2.0,42.83,2
625,Banashankari,1540.0,3.0,80.0,3
626,Banashankari,1195.0,2.0,35.84,2
627,Banashankari,1683.0,3.0,115.0,3
628,Banashankari,1800.0,3.0,125.0,3
629,Banashankari,1175.0,2.0,41.13,2
630,Banashankari,1750.0,2.0,89.0,3
631,Banashankari,1800.0,3.0,175.0,3
632,Banashankari,1450.0,2.0,50.75,2
633,Banashankari,1770.0,3.0,108.0,3
634,Banashankari,1800.0,3.0,125.0,3
635,Banashankari,1200.0,3.0,74.52,3
636,Banashankari,1100.0,2.0,63.0,2
637,Banashankari,1020.0,2.0,40.79,2
638,Banashankari,1260.0,2.0,75.0,2
639,Banashankari,1426.0,3.0,85.0,3
640,Banashankari Stage II,1700.0,2.0,150.0,2
641,Banashankari Stage II,1200.0,2.0,150.0,4
642,Banashankari Stage II,1500.0,2.0,120.0,3
643,Banashankari Stage II,2400.0,3.0,510.0,5
644,Banashankari Stage II,1240.0,2.0,59.52,3
645,Banashankari Stage II,1250.0,2.0,110.0,2
646,Banashankari Stage II,1260.0,2.0,95.0,3
647,Banashankari Stage II,2400.0,2.0,300.0,3
648,Banashankari Stage II,1400.0,2.0,100.0,2
649,Banashankari Stage II,2800.0,3.0,425.0,5
650,Banashankari Stage II,3000.0,3.0,450.0,3
651,Banashankari Stage II,1200.0,2.0,198.0,3
652,Banashankari Stage II,1245.0,2.0,125.0,2
653,Banashankari Stage III,1305.0,2.0,58.7,3
654,Banashankari Stage III,1145.0,2.0,58.4,2
655,Banashankari Stage III,1650.0,3.0,118.0,3
656,Banashankari Stage III,2400.0,4.0,240.0,4
657,Banashankari Stage III,1350.0,2.0,68.0,3
658,Banashankari Stage III,1305.0,2.0,59.0,3
659,Banashankari Stage III,1305.0,2.0,60.0,3
660,Banashankari Stage III,1200.0,2.0,42.0,2
661,Banashankari Stage III,1305.0,2.0,59.0,3
662,Banashankari Stage III,1480.0,3.0,75.48,3
663,Banashankari Stage III,1305.0,2.0,59.0,3
664,Banashankari Stage III,1304.0,2.0,111.0,2
665,Banashankari Stage III,3000.0,6.0,150.0,6
666,Banashankari Stage III,1085.0,2.0,50.0,2
667,Banashankari Stage III,1500.0,2.0,100.0,3
668,Banashankari Stage III,2100.0,3.0,147.0,4
669,Banashankari Stage III,1420.0,2.0,95.0,3
670,Banashankari Stage V,1300.0,2.0,58.5,3
671,Banashankari Stage V,1305.0,2.0,49.0,3
672,Banashankari Stage V,1035.0,2.0,35.77,2
673,Banashankari Stage V,1355.0,2.0,61.0,3
674,Banashankari Stage V,1510.0,3.0,47.57,3
675,Banashankari Stage V,1650.0,3.0,51.98,3
676,Banashankari Stage V,1630.0,3.0,51.35,3
677,Banashankari Stage V,1510.0,3.0,47.57,3
678,Banashankari Stage V,1315.0,2.0,49.0,3
679,Banashankari Stage V,1540.0,3.0,48.51,3
680,Banashankari Stage V,920.0,2.0,41.5,2
681,Banashankari Stage VI,1177.5,2.0,59.935,2
682,Banashankari Stage VI,4800.0,4.0,190.0,4
683,Banashankari Stage VI,2800.0,4.0,89.0,4
684,Banashankari Stage VI,2200.0,4.0,195.0,4
685,Banashankari Stage VI,1160.0,2.0,59.0,2
686,Banashankari Stage VI,1180.0,2.0,59.47,2
687,Banashankari Stage VI,1423.0,2.0,71.73,3
688,Banashankari Stage VI,1392.0,3.0,69.46,3
689,Banashankari Stage VI,1410.5,2.0,70.385,3
690,Banashankari Stage VI,4800.0,3.0,200.0,4
691,Banaswadi,1184.0,2.0,53.0,2
692,Banaswadi,1145.0,2.0,55.0,2
693,Banaswadi,1250.0,2.0,60.0,2
694,Banaswadi,1365.0,2.0,73.0,2
695,Banaswadi,1903.0,6.0,140.0,5
696,Banaswadi,1222.0,2.0,80.0,2
697,Banaswadi,870.0,2.0,38.0,2
698,Banaswadi,1200.0,2.0,60.0,2
699,Banaswadi,527.0,1.0,35.0,1
700,Banaswadi,1340.0,2.0,73.0,2
701,Banaswadi,1008.0,2.0,52.0,2
702,Banaswadi,1105.0,2.0,57.0,2
703,Banjara Layout,1200.0,2.0,70.0,2
704,Banjara Layout,1050.0,2.0,64.8,2
705,Banjara Layout,753.0,3.0,59.5,2
706,Banjara Layout,2500.0,4.0,140.0,3
707,Bannerghatta,3012.0,6.0,250.0,4
708,Bannerghatta,1665.0,3.0,110.0,3
709,Bannerghatta,2370.0,4.0,195.0,3
710,Bannerghatta,1100.0,2.0,66.0,2
711,Bannerghatta,2895.5,2.0,246.0,4
712,Bannerghatta,1113.0,2.0,70.0,2
713,Bannerghatta,1200.0,2.0,73.2,2
714,Bannerghatta,1070.0,2.0,87.0,2
715,Bannerghatta,1776.0,3.0,124.0,3
716,Bannerghatta,1776.0,3.0,150.0,3
717,Bannerghatta Road,500.0,1.0,18.5,1
718,Bannerghatta Road,1050.0,2.0,65.0,2
719,Bannerghatta Road,1170.0,2.0,66.0,3
720,Bannerghatta Road,595.0,1.0,33.32,1
721,Bannerghatta Road,1445.0,3.0,95.0,3
722,Bannerghatta Road,1640.0,2.0,120.0,3
723,Bannerghatta Road,1460.0,2.0,90.0,3
724,Bannerghatta Road,1179.0,2.0,66.02,2
725,Bannerghatta Road,1122.5,2.0,58.935,2
726,Bannerghatta Road,793.0,2.0,45.0,2
727,Bannerghatta Road,1400.0,2.0,78.0,2
728,Bannerghatta Road,1215.0,2.0,50.0,2
729,Bannerghatta Road,1654.0,3.0,100.0,3
730,Bannerghatta Road,1181.0,2.0,55.0,2
731,Bannerghatta Road,1200.0,2.0,75.0,2
732,Bannerghatta Road,595.0,1.0,31.83,1
733,Bannerghatta Road,1105.0,2.0,51.0,2
734,Bannerghatta Road,1255.0,2.0,65.26,2
735,Bannerghatta Road,1550.0,3.0,82.0,3
736,Bannerghatta Road,1650.0,3.0,122.0,3
737,Bannerghatta Road,912.0,2.0,55.0,2
738,Bannerghatta Road,1218.0,2.0,73.0,2
739,Bannerghatta Road,1115.0,2.0,65.12,2
740,Bannerghatta Road,1893.0,3.0,100.0,3
741,Bannerghatta Road,1600.0,3.0,95.0,3
742,Bannerghatta Road,1275.0,2.0,65.0,2
743,Bannerghatta Road,892.0,2.0,39.0,2
744,Bannerghatta Road,1260.0,2.0,70.0,2
745,Bannerghatta Road,1157.0,2.0,40.0,2
746,Bannerghatta Road,1150.0,2.0,65.0,2
747,Bannerghatta Road,1100.0,2.0,39.0,2
748,Bannerghatta Road,1725.0,3.0,110.0,3
749,Bannerghatta Road,1850.0,6.0,150.0,6
750,Bannerghatta Road,950.0,2.0,38.0,2
751,Bannerghatta Road,1220.0,2.0,80.0,2
752,Bannerghatta Road,1130.0,2.0,78.0,2
753,Bannerghatta Road,1486.0,3.0,83.22,3
754,Bannerghatta Road,1015.0,2.0,48.0,2
755,Bannerghatta Road,1115.0,2.0,61.0,2
756,Bannerghatta Road,1136.0,2.0,48.0,2
757,Bannerghatta Road,2700.0,4.0,260.0,4
758,Bannerghatta Road,1200.0,2.0,69.0,3
759,Bannerghatta Road,1465.0,2.0,76.0,3
760,Bannerghatta Road,1302.5,2.0,67.73,2
761,Bannerghatta Road,1200.0,2.0,65.0,2
762,Bannerghatta Road,1240.0,2.0,65.0,2
763,Bannerghatta Road,1476.0,3.0,125.0,3
764,Bannerghatta Road,1532.5,3.0,84.29,3
765,Bannerghatta Road,1268.0,2.0,69.0,2
766,Bannerghatta Road,1450.0,2.0,87.0,3
767,Bannerghatta Road,2932.0,5.0,195.0,4
768,Bannerghatta Road,960.0,2.0,58.0,2
769,Bannerghatta Road,1750.0,3.0,130.0,3
770,Bannerghatta Road,1275.0,2.0,73.0,2
771,Bannerghatta Road,1240.0,2.0,71.0,2
772,Bannerghatta Road,1215.0,2.0,68.0,2
773,Bannerghatta Road,1215.0,2.0,68.0,2
774,Bannerghatta Road,1894.0,3.0,115.0,3
775,Bannerghatta Road,1693.0,3.0,89.0,3
776,Bannerghatta Road,1280.0,2.0,60.16,2
777,Bannerghatta Road,630.0,1.0,35.0,1
778,Bannerghatta Road,1215.0,2.0,68.0,2
779,Bannerghatta Road,1365.0,3.0,76.18,3
780,Bannerghatta Road,1115.0,2.0,78.0,2
781,Bannerghatta Road,1532.5,3.0,79.465,3
782,Bannerghatta Road,1655.0,3.0,90.0,3
783,Bannerghatta Road,1247.0,2.0,47.39,2
784,Bannerghatta Road,1237.5,2.0,49.49,2
785,Bannerghatta Road,1650.0,3.0,94.0,3
786,Bannerghatta Road,905.0,2.0,65.0,2
787,Bannerghatta Road,1000.0,2.0,50.0,2
788,Bannerghatta Road,2185.0,3.0,120.0,4
789,Bannerghatta Road,1012.0,2.0,45.0,2
790,Bannerghatta Road,1460.0,2.0,80.0,3
791,Bannerghatta Road,1340.0,2.0,85.0,2
792,Bannerghatta Road,1711.0,3.0,125.0,3
793,Bannerghatta Road,1520.0,2.0,81.0,3
794,Bannerghatta Road,2826.0,3.0,148.0,3
795,Bannerghatta Road,1115.0,2.0,61.0,2
796,Bannerghatta Road,1154.0,2.0,47.0,2
797,Bannerghatta Road,1000.0,2.0,44.5,2
798,Bannerghatta Road,1250.0,2.0,48.0,2
799,Bannerghatta Road,1640.0,3.0,105.0,3
800,Bannerghatta Road,1012.0,2.0,44.0,2
801,Bannerghatta Road,1527.0,3.0,115.0,3
802,Bannerghatta Road,1550.0,3.0,96.0,3
803,Bannerghatta Road,1200.0,2.0,78.0,2
804,Bannerghatta Road,1885.0,3.0,125.0,3
805,Bannerghatta Road,1450.0,2.0,78.0,3
806,Bannerghatta Road,700.0,1.0,31.2,1
807,Bannerghatta Road,905.0,2.0,58.0,2
808,Bannerghatta Road,1920.0,3.0,122.0,3
809,Bannerghatta Road,2400.0,4.0,180.0,4
810,Bannerghatta Road,1270.0,2.0,45.0,2
811,Bannerghatta Road,1520.0,2.0,80.0,3
812,Bannerghatta Road,1270.0,2.0,73.0,3
813,Bannerghatta Road,1846.0,3.0,120.0,3
814,Bannerghatta Road,1122.5,2.0,61.74,2
815,Bannerghatta Road,1655.0,3.0,95.0,3
816,Bannerghatta Road,1206.0,2.0,53.0,2
817,Bannerghatta Road,1150.0,2.0,55.0,2
818,Bannerghatta Road,1215.0,2.0,65.0,2
819,Bannerghatta Road,1510.0,2.0,110.0,3
820,Bannerghatta Road,1022.0,2.0,35.0,2
821,Bannerghatta Road,1246.0,2.0,47.35,2
822,Bannerghatta Road,1470.0,2.0,85.0,3
823,Bannerghatta Road,1160.0,2.0,45.0,2
824,Bannerghatta Road,970.0,2.0,57.0,2
825,Bannerghatta Road,1527.0,3.0,142.0,3
826,Basavangudi,1036.0,2.0,105.0,2
827,Basavangudi,2600.0,4.0,260.0,4
828,Basavangudi,1600.0,2.0,160.0,3
829,Basavangudi,1560.0,2.0,145.0,2
830,Basavangudi,1800.0,3.0,195.0,3
831,Basavangudi,1100.0,2.0,93.0,2
832,Basavangudi,1050.0,2.0,103.0,2
833,Basavangudi,1180.0,2.0,124.0,2
834,Basavangudi,1200.0,2.0,120.0,2
835,Basavangudi,2453.0,3.0,250.0,4
836,Basaveshwara Nagar,4500.0,5.0,415.0,5
837,Basaveshwara Nagar,1865.0,3.0,145.0,3
838,Basaveshwara Nagar,1200.0,2.0,90.0,2
839,Basaveshwara Nagar,2400.0,4.0,310.0,5
840,Basaveshwara Nagar,1200.0,2.0,80.0,2
841,Basaveshwara Nagar,900.0,2.0,60.0,2
842,Basaveshwara Nagar,1900.0,3.0,150.0,3
843,Basaveshwara Nagar,1200.0,2.0,85.0,2
844,Basaveshwara Nagar,1200.0,2.0,70.0,2
845,Battarahalli,1200.0,2.0,65.0,2
846,Battarahalli,1779.0,3.0,89.61,3
847,Battarahalli,1300.0,2.0,50.0,2
848,Battarahalli,1945.0,3.0,97.42,3
849,Battarahalli,1777.0,3.0,100.0,3
850,Battarahalli,1135.0,2.0,43.0,2
851,Battarahalli,1276.0,2.0,45.0,2
852,Battarahalli,1880.0,3.0,94.36,3
853,Battarahalli,1071.0,2.0,62.0,2
854,Battarahalli,1165.0,2.0,43.0,2
855,Battarahalli,1636.0,2.0,82.89,2
856,Battarahalli,1779.0,3.0,90.0,3
857,Battarahalli,1090.0,2.0,38.37,2
858,Battarahalli,2082.0,3.0,104.0,3
859,Battarahalli,2024.0,3.0,103.0,3
860,Battarahalli,1097.0,2.0,49.0,2
861,Begur,1419.0,2.0,59.0,3
862,Begur,1580.0,3.0,75.0,3
863,Begur,1559.0,3.0,63.0,3
864,Begur,1445.0,2.0,47.1,3
865,Begur,1475.0,2.0,74.0,3
866,Begur,3500.0,4.0,185.0,3
867,Begur,1100.0,2.0,55.0,2
868,Begur,1306.0,2.0,65.0,2
869,Begur,1304.0,3.0,65.0,3
870,Begur,1411.0,2.0,60.0,3
871,Begur,815.0,2.0,40.0,2
872,Begur,1443.0,2.0,70.0,3
873,Begur Road,1200.0,2.0,44.0,2
874,Begur Road,1200.0,2.0,46.8,2
875,Begur Road,1160.0,2.0,44.0,2
876,Begur Road,1584.0,3.0,65.0,3
877,Begur Road,1615.0,3.0,59.76,3
878,Begur Road,1200.0,2.0,43.2,2
879,Begur Road,1160.0,2.0,44.08,2
880,Begur Road,1200.0,2.0,45.0,2
881,Begur Road,1615.0,3.0,60.0,3
882,Begur Road,1410.0,2.0,53.0,3
883,Begur Road,1200.0,2.0,37.8,2
884,Begur Road,1160.0,2.0,40.59,2
885,Begur Road,1260.0,2.0,46.62,2
886,Begur Road,1600.0,3.0,58.14,3
887,Begur Road,1500.0,2.0,70.0,3
888,Begur Road,1160.0,2.0,42.0,2
889,Begur Road,1240.0,2.0,39.06,2
890,Begur Road,1200.0,2.0,45.0,2
891,Begur Road,1500.0,2.0,55.0,3
892,Begur Road,1410.0,2.0,52.17,3
893,Begur Road,1583.0,3.0,74.4,3
894,Begur Road,1170.0,2.0,46.0,2
895,Begur Road,1160.0,2.0,42.92,2
896,Begur Road,1410.0,2.0,52.17,3
897,Begur Road,1565.0,2.0,59.76,3
898,Begur Road,1160.0,2.0,42.0,2
899,Begur Road,1410.0,2.0,53.58,3
900,Begur Road,1200.0,2.0,45.0,2
901,Begur Road,1200.0,2.0,42.6,2
902,Begur Road,1160.0,2.0,42.0,2
903,Begur Road,1334.0,2.0,42.69,2
904,Begur Road,1565.0,2.0,57.91,3
905,Begur Road,1200.0,2.0,45.6,2
906,Begur Road,1215.0,2.0,43.13,2
907,Begur Road,1160.0,2.0,36.54,2
908,Begur Road,1200.0,2.0,44.4,2
909,Begur Road,1260.0,2.0,39.69,2
910,Begur Road,2464.5,6.0,118.0,4
911,Begur Road,1160.0,2.0,44.0,2
912,Begur Road,952.0,2.0,42.0,2
913,Begur Road,1200.0,2.0,42.0,2
914,Begur Road,1240.0,2.0,45.88,2
915,Begur Road,1200.0,3.0,50.0,3
916,Begur Road,1200.0,2.0,44.0,2
917,Begur Road,1100.0,2.0,42.6,2
918,Begur Road,1565.0,2.0,57.91,3
919,Begur Road,1200.0,2.0,44.4,2
920,Begur Road,1160.0,2.0,36.54,2
921,Begur Road,1215.0,2.0,43.75,2
922,Begur Road,1200.0,2.0,44.73,2
923,Begur Road,1160.0,2.0,42.0,2
924,Begur Road,1410.0,2.0,54.99,3
925,Bellandur,1767.0,3.0,103.0,3
926,Bellandur,1205.0,2.0,66.0,2
927,Bellandur,1250.0,2.0,76.0,2
928,Bellandur,1000.0,2.0,50.0,2
929,Bellandur,1281.0,2.0,74.0,2
930,Bellandur,921.0,2.0,40.0,2
931,Bellandur,1490.0,2.0,98.0,3
932,Bellandur,2039.0,3.0,168.0,3
933,Bellandur,1605.0,3.0,85.0,3
934,Bellandur,1692.0,3.0,88.0,3
935,Bellandur,1220.0,2.0,60.0,2
936,Bellandur,1299.0,2.0,82.0,2
937,Bellandur,900.0,2.0,56.0,2
938,Bellandur,1350.0,2.0,79.0,2
939,Bellandur,1286.0,2.0,57.0,2
940,Bellandur,3016.0,4.0,230.0,4
941,Bellandur,1457.0,2.0,85.0,2
942,Bellandur,1195.0,2.0,51.0,2
943,Bellandur,1050.0,2.0,72.0,2
944,Bellandur,3600.0,4.0,260.0,4
945,Bellandur,1310.0,2.0,72.0,2
946,Bellandur,924.0,2.0,35.11,2
947,Bellandur,1785.0,3.0,118.0,3
948,Bellandur,1051.0,2.0,60.0,2
949,Bellandur,1060.0,2.0,65.0,2
950,Bellandur,1100.0,2.0,62.0,2
951,Bellandur,1550.0,2.0,59.0,2
952,Bellandur,924.0,2.0,35.11,2
953,Bellandur,1685.0,3.0,100.0,3
954,Bellandur,982.0,2.0,55.0,2
955,Bellandur,981.0,2.0,37.28,2
956,Bellandur,1205.0,2.0,59.0,2
957,Bellandur,1063.0,2.0,58.0,2
958,Bellandur,1201.0,2.0,59.99,2
959,Bellandur,1325.0,2.0,65.0,2
960,Bellandur,1281.0,2.0,87.0,2
961,Bellandur,1200.0,2.0,52.0,2
962,Bellandur,1785.0,3.0,120.0,3
963,Bellandur,1088.0,2.0,48.0,2
964,Bellandur,1310.0,2.0,85.0,2
965,Bellandur,982.0,2.0,37.28,2
966,Bellandur,1465.0,3.0,90.0,2
967,Bellandur,1767.0,3.0,109.0,3
968,Bellandur,924.0,2.0,35.11,2
969,Bellandur,3600.0,4.0,245.0,4
970,Bellandur,1170.0,2.0,46.79,2
971,Bellandur,1150.0,2.0,69.44,2
972,Bellandur,1200.0,2.0,45.0,2
973,Bellandur,1410.0,3.0,92.0,2
974,Bellandur,950.0,2.0,35.0,2
975,Bellandur,1015.0,2.0,60.0,2
976,Bellandur,1685.0,3.0,101.0,3
977,Bellandur,1735.0,3.0,105.0,3
978,Bellandur,1685.0,3.0,115.0,3
979,Bellandur,1846.0,3.0,135.0,3
980,Bellandur,1049.0,2.0,51.0,2
981,Bellandur,1211.0,2.0,63.0,2
982,Bellandur,1717.0,3.0,110.0,3
983,Bellandur,1185.0,2.0,47.39,2
984,Bellandur,1200.0,2.0,62.0,2
985,Bellandur,1251.0,2.0,47.0,2
986,Bellandur,960.0,2.0,48.0,2
987,Bellandur,1690.0,2.0,116.0,3
988,Bellandur,950.0,1.0,40.0,1
989,Bellandur,850.0,2.0,45.0,2
990,Bellandur,1454.0,2.0,90.0,2
991,Bellandur,1195.0,2.0,52.0,2
992,Bellandur,1435.0,2.0,115.0,3
993,Bellandur,1260.0,2.0,83.5,2
994,Bellandur,1535.0,3.0,90.0,3
995,Bellandur,1047.0,2.0,75.0,2
996,Bellandur,1096.0,2.0,40.0,2
997,Bellandur,1262.0,2.0,47.0,2
998,Benson Town,3200.0,4.0,350.0,3
999,Benson Town,4460.0,5.0,650.0,4
1000,Benson Town,2850.0,4.0,470.0,3
1001,Benson Town,1300.0,2.0,120.0,2
1002,Benson Town,1567.0,3.0,140.0,2
1003,Benson Town,3633.0,6.0,550.0,4
1004,Benson Town,1688.12,2.0,270.0,2
1005,Benson Town,1805.0,3.0,280.0,3
1006,Benson Town,1688.0,2.0,280.0,2
1007,Bharathi Nagar,1322.0,2.0,68.0,2
1008,Bharathi Nagar,1351.0,2.0,70.0,2
1009,Bharathi Nagar,1384.0,2.0,59.0,2
1010,Bharathi Nagar,1351.0,2.0,74.0,2
1011,Bharathi Nagar,1432.0,2.0,68.0,2
1012,Bharathi Nagar,1349.0,2.0,56.7,2
1013,Bharathi Nagar,1328.0,2.0,69.0,2
1014,Bharathi Nagar,1300.0,2.0,55.86,2
1015,Bhoganhalli,1670.0,3.0,99.0,3
1016,Bhoganhalli,1444.0,2.0,75.97,2
1017,Bhoganhalli,1447.0,2.0,75.97,2
1018,Bhoganhalli,1700.0,3.0,126.0,3
1019,Bhoganhalli,1447.0,2.0,75.97,2
1020,Bhoganhalli,1760.0,3.0,127.0,3
1021,Bhoganhalli,1447.0,2.0,75.97,2
1022,Bhoganhalli,1949.0,3.0,129.0,3
1023,Bhoganhalli,1760.0,3.0,128.0,3
1024,Bhoganhalli,1447.0,2.0,75.97,2
1025,Bhoganhalli,2439.0,4.0,185.0,4
1026,Bhoganhalli,1444.0,2.0,75.97,2
1027,Bhoganhalli,1205.0,2.0,64.47,2
1028,Bhoganhalli,1447.0,2.0,75.97,2
1029,Bhoganhalli,2439.0,5.0,170.0,4
1030,Bhoganhalli,1205.0,2.0,68.32,2
1031,Bhoganhalli,1260.0,2.0,69.9,2
1032,Bhoganhalli,2439.0,4.0,170.0,4
1033,Bhoganhalli,1707.0,3.0,115.0,3
1034,Bhoganhalli,970.0,2.0,52.5,2
1035,Bhoganhalli,1277.0,2.0,79.89,2
1036,Bhoganhalli,1703.0,3.0,120.0,3
1037,Billekahalli,1125.0,2.0,62.0,2
1038,Billekahalli,1090.0,2.0,52.0,2
1039,Billekahalli,1112.0,2.0,62.0,2
1040,Billekahalli,2400.0,3.0,150.0,3
1041,Billekahalli,2968.0,3.0,225.0,3
1042,Billekahalli,950.0,2.0,58.11,2
1043,Billekahalli,1360.0,2.0,110.0,2
1044,Billekahalli,1125.0,2.0,65.0,2
1045,Billekahalli,950.0,2.0,56.0,2
1046,Billekahalli,1805.0,3.0,134.0,3
1047,Binny Pete,1755.0,3.0,122.0,3
1048,Binny Pete,665.0,1.0,50.75,1
1049,Binny Pete,2465.0,5.0,234.0,3
1050,Binny Pete,1245.0,2.0,86.28,2
1051,Binny Pete,660.0,1.0,54.0,1
1052,Binny Pete,665.0,1.0,46.08,1
1053,Binny Pete,660.0,1.0,62.0,1
1054,Binny Pete,1365.0,2.0,122.0,2
1055,Binny Pete,2940.0,6.0,280.0,4
1056,Binny Pete,1795.0,3.0,139.0,3
1057,Binny Pete,1740.0,3.0,150.0,3
1058,Binny Pete,1970.0,3.0,164.0,3
1059,Binny Pete,1516.0,3.0,147.0,3
1060,Bisuvanahalli,1180.0,3.0,48.0,3
1061,Bisuvanahalli,1075.0,2.0,46.0,3
1062,Bisuvanahalli,1075.0,2.0,45.0,3
1063,Bisuvanahalli,845.0,2.0,33.0,2
1064,Bisuvanahalli,1075.0,2.0,45.0,3
1065,Bisuvanahalli,845.0,2.0,37.0,2
1066,Bisuvanahalli,845.0,2.0,29.0,2
1067,Bisuvanahalli,1075.0,2.0,47.0,3
1068,Bisuvanahalli,850.0,1.0,32.0,2
1069,Bisuvanahalli,1075.0,2.0,50.0,3
1070,Bisuvanahalli,1075.0,2.0,52.0,3
1071,Bisuvanahalli,1180.0,2.0,46.0,3
1072,Bisuvanahalli,1075.0,2.0,42.0,3
1073,Bisuvanahalli,845.0,2.0,37.0,2
1074,Bisuvanahalli,1075.0,2.0,43.0,3
1075,Bisuvanahalli,700.0,1.0,32.0,2
1076,Bisuvanahalli,1075.0,2.0,52.0,3
1077,Bisuvanahalli,1075.0,2.0,50.0,3
1078,Bisuvanahalli,845.0,2.0,33.0,2
1079,Bisuvanahalli,945.0,2.0,33.0,2
1080,Bisuvanahalli,845.0,2.0,30.0,2
1081,Bisuvanahalli,1075.0,2.0,43.0,3
1082,Bisuvanahalli,1080.0,2.0,45.0,3
1083,Bisuvanahalli,1180.0,2.0,55.5,3
1084,Bisuvanahalli,1075.0,2.0,47.0,3
1085,Bisuvanahalli,1075.0,2.0,48.0,3
1086,Bisuvanahalli,1075.0,2.0,45.0,3
1087,Bisuvanahalli,1075.0,2.0,44.0,3
1088,Bisuvanahalli,850.0,2.0,27.0,2
1089,Bisuvanahalli,1075.0,2.0,42.0,3
